senioridade,idade,horas_trabalho,pct_reunioes,interacoes_noturnas,periodo_sem_ferias,score_satisfacao,burnout_label
Junior,28,40,0.41,6,2,4,0
Pleno,33,46,0.16,5,9,5,0
Pleno,31,44,0.56,9,7,2,1
Senior,20,50,0.19,5,22,5,0
Junior,37,38,0.58,2,7,3,0
Pleno,27,44,0.45,2,4,4,0
Pleno,33,41,0.19,4,3,5,0
Pleno,34,46,0.33,6,9,4,0
Pleno,28,44,0.33,2,3,4,0
Pleno,34,44,0.13,6,1,5,0
Pleno,23,43,0.58,6,0,3,0
Junior,27,52,0.49,7,21,4,1
Senior,36,47,0.43,4,2,3,0
Junior,20,41,0.17,4,2,5,0
Senior,38,47,0.33,2,10,3,0
Junior,38,50,0.42,9,16,4,1
Junior,26,41,0.51,11,5,4,1
Pleno,29,45,0.5,6,3,4,0
Senior,20,50,0.11,6,8,1,1
Junior,34,39,0.42,4,14,4,0
Senior,28,47,0.56,8,8,4,1
Pleno,32,50,0.46,7,13,4,1
Senior,25,41,0.32,6,7,1,1
Junior,27,42,0.57,7,1,4,0
Senior,25,56,0.5,8,17,3,1
Pleno,34,53,0.36,2,3,1,0
Junior,32,42,0.36,7,0,5,0
Pleno,22,46,0.49,3,5,5,0
Pleno,25,48,0.22,6,20,4,0
Pleno,34,40,0.18,4,3,5,0
Pleno,38,45,0.13,1,8,3,0
Junior,32,43,0.23,7,3,5,0
Senior,35,47,0.49,4,0,2,0
Senior,20,39,0.58,4,25,5,0
Junior,20,42,0.35,3,2,5,0
Pleno,27,45,0.47,2,10,5,0
Pleno,30,42,0.46,3,6,5,0
Junior,24,41,0.44,5,7,1,1
Pleno,28,50,0.39,5,24,4,0
Pleno,31,45,0.32,3,6,1,0
Pleno,31,45,0.41,1,23,4,0
Pleno,25,54,0.39,7,30,3,1
Pleno,34,45,0.56,6,19,3,1
Pleno,20,35,0.5,4,1,4,0
Pleno,33,45,0.47,3,2,1,0
Senior,23,44,0.3,2,12,3,0
Junior,28,46,0.11,3,16,1,0
Pleno,25,46,0.44,2,16,1,0
Junior,25,41,0.39,3,20,1,0
Pleno,29,49,0.34,5,2,5,0
Pleno,30,37,0.54,2,2,3,0
Senior,27,48,0.26,6,2,3,0
Junior,29,39,0.55,5,0,2,0
Senior,30,41,0.5,4,24,2,0
Pleno,41,47,0.26,9,2,5,0
Junior,24,56,0.6,5,15,2,1
Junior,33,48,0.14,9,32,1,1
Junior,31,48,0.17,8,25,2,1
Junior,29,52,0.18,5,36,1,1
Pleno,39,41,0.4,4,2,2,0
Junior,29,43,0.21,3,10,4,0
Senior,37,56,0.58,5,8,3,1
Pleno,30,41,0.56,5,6,2,0
Junior,28,43,0.1,5,1,1,0
Junior,30,39,0.47,6,0,5,0
Pleno,39,44,0.47,1,11,4,0
Junior,21,45,0.13,12,9,5,1
Senior,31,57,0.44,8,9,5,1
Pleno,20,50,0.37,7,5,3,1
Pleno,20,42,0.47,1,36,4,0
Junior,24,46,0.45,6,16,1,1
Junior,27,40,0.42,3,5,3,0
Senior,33,51,0.54,2,9,1,1
Pleno,30,46,0.55,5,32,5,0
Senior,28,46,0.47,4,4,1,1
Senior,34,49,0.19,7,11,2,1
Junior,37,40,0.16,3,7,2,0
Pleno,29,43,0.55,4,15,5,0
Junior,34,44,0.16,7,2,5,0
Pleno,22,45,0.3,7,36,5,0
Senior,35,49,0.11,6,18,1,1
Junior,27,41,0.59,2,1,1,0
Pleno,29,43,0.38,5,7,3,0
Pleno,39,37,0.46,3,36,2,0
Senior,27,59,0.21,5,14,4,0
Pleno,29,47,0.36,6,29,5,0
Senior,25,51,0.46,6,24,1,1
Senior,30,53,0.47,2,1,4,0
Pleno,34,40,0.57,3,4,1,0
Junior,28,40,0.35,1,0,5,0
Junior,31,43,0.35,3,4,1,0
Pleno,35,49,0.38,3,3,5,0
Junior,21,40,0.36,2,15,1,0
Junior,26,43,0.14,3,3,3,0
Pleno,34,41,0.24,6,7,4,0
Junior,34,38,0.19,1,1,2,0
Pleno,39,45,0.5,9,9,2,1
Pleno,20,39,0.14,3,4,4,0
Junior,27,49,0.57,8,7,3,1
Pleno,38,39,0.52,1,14,3,0
Junior,24,40,0.43,2,31,4,0
Junior,40,48,0.5,10,13,5,1
Pleno,27,51,0.49,7,8,4,1
Pleno,42,42,0.12,2,14,3,0
Senior,34,49,0.24,6,3,4,0
Junior,25,46,0.25,3,6,4,0
Pleno,28,56,0.11,7,12,2,1
Junior,30,38,0.55,4,0,4,0
Pleno,30,51,0.44,6,11,2,1
Junior,31,44,0.3,1,7,3,0
Junior,23,43,0.35,7,3,3,0
Pleno,36,48,0.4,5,2,3,0
Junior,35,47,0.48,5,9,4,0
Junior,22,42,0.34,9,36,5,0
Senior,24,51,0.33,4,9,1,1
Senior,27,58,0.34,7,19,1,1
Senior,21,50,0.12,1,3,4,0
Junior,26,45,0.35,9,16,1,1
Junior,31,44,0.52,6,11,3,1
Pleno,25,44,0.51,3,35,4,0
Pleno,38,45,0.37,4,12,2,0
Pleno,23,50,0.44,7,11,1,1
Junior,20,41,0.58,5,6,3,0
Pleno,30,40,0.34,3,3,4,0
Pleno,31,40,0.2,3,3,3,0
Junior,21,42,0.39,8,14,3,1
Pleno,31,38,0.13,2,0,2,0
Junior,34,41,0.16,10,5,2,1
Pleno,21,45,0.47,11,4,3,1
Senior,40,47,0.29,10,12,4,1
Junior,34,47,0.27,5,28,1,1
Junior,25,39,0.56,3,28,3,0
Pleno,36,41,0.57,10,19,4,1
Pleno,29,44,0.5,3,1,1,0
Pleno,22,47,0.21,6,14,1,1
Junior,34,40,0.41,4,0,5,0
Pleno,26,44,0.32,5,13,4,0
Senior,29,47,0.43,7,11,2,1
Junior,28,39,0.49,5,13,5,0
Senior,37,50,0.23,4,12,3,0
Junior,26,39,0.6,5,0,4,0
Senior,25,46,0.17,5,14,1,1
Senior,33,49,0.5,1,3,5,0
Junior,40,41,0.37,6,8,1,1
Pleno,32,41,0.55,3,15,4,0
Junior,30,41,0.31,3,0,4,0
Junior,34,49,0.29,6,36,2,1
Junior,20,39,0.26,4,0,5,0
Junior,29,42,0.24,5,19,4,0
Senior,25,49,0.44,6,4,5,0
Pleno,26,47,0.25,1,12,3,0
Senior,40,41,0.33,4,2,5,0
Pleno,23,55,0.17,8,36,4,1
Junior,24,47,0.49,10,9,4,1
Junior,31,40,0.53,5,18,5,0
Pleno,32,41,0.14,8,28,5,0
Junior,31,38,0.54,4,20,2,0
Junior,33,44,0.28,6,7,4,0
Junior,22,39,0.58,7,8,1,1
Pleno,26,43,0.42,6,1,4,0
Senior,20,45,0.26,5,0,3,0
Junior,36,39,0.12,3,0,1,0
Senior,25,55,0.2,5,1,5,0
Pleno,35,42,0.18,1,12,1,0
Junior,39,44,0.59,4,31,2,1
Senior,35,39,0.33,4,29,3,0
Junior,29,41,0.18,4,27,3,0
Pleno,23,46,0.6,6,31,1,1
Pleno,23,44,0.37,7,9,2,1
Junior,34,41,0.15,5,9,3,0
Pleno,37,41,0.52,8,36,1,1
Pleno,39,51,0.52,6,12,1,1
Junior,22,40,0.22,5,5,3,0
Senior,22,48,0.2,4,20,4,0
Senior,34,50,0.18,8,3,1,1
Pleno,36,42,0.24,2,8,4,0
Pleno,36,41,0.23,4,6,1,0
Junior,30,41,0.5,6,11,4,0
Junior,26,48,0.33,5,7,1,1
Pleno,20,38,0.44,4,1,1,0
Junior,31,47,0.57,10,36,3,1
Pleno,33,48,0.56,6,0,5,0
Junior,30,41,0.12,6,16,3,0
Senior,38,42,0.25,2,1,4,0
Junior,20,47,0.47,8,9,1,1
Senior,27,41,0.53,4,2,1,0
Junior,27,44,0.49,5,22,5,0
Senior,27,53,0.34,9,8,1,1
Senior,28,47,0.29,7,30,2,1
Pleno,33,59,0.58,6,10,3,1
Junior,36,45,0.59,7,26,4,1
Junior,35,44,0.14,1,9,2,0
Junior,37,41,0.46,4,4,1,0
Pleno,35,40,0.11,8,26,5,0
Pleno,27,47,0.41,10,10,4,1
Senior,20,52,0.18,5,16,1,1
Junior,39,42,0.22,1,0,1,0
Senior,23,47,0.13,4,4,5,0
Junior,31,44,0.16,8,17,5,0
Senior,27,58,0.28,6,25,2,1
Senior,32,53,0.16,2,9,4,0
Junior,33,50,0.33,1,26,2,0
Senior,21,55,0.58,6,15,4,1
Pleno,23,53,0.1,5,22,1,1
Senior,31,49,0.51,2,5,3,0
Senior,44,46,0.34,4,0,2,0
Junior,23,43,0.21,6,11,1,1
Junior,41,46,0.21,3,10,1,0
Pleno,35,44,0.2,6,10,3,0
Pleno,23,46,0.39,2,11,1,0
Senior,23,42,0.46,3,2,3,0
Junior,27,38,0.42,5,2,3,0
Junior,33,43,0.19,9,12,1,1
Junior,39,54,0.46,6,13,2,1
Pleno,29,45,0.23,2,5,4,0
Pleno,35,46,0.32,6,0,4,0
Senior,37,47,0.32,6,5,4,0
Pleno,28,49,0.18,11,18,2,1
Senior,30,43,0.58,7,8,4,1
Senior,25,42,0.59,8,23,1,1
Junior,33,48,0.1,7,26,2,1
Junior,26,38,0.14,7,1,1,0
Junior,39,46,0.4,5,11,5,0
Junior,27,49,0.12,7,14,1,1
Senior,38,44,0.16,9,10,5,0
Junior,24,45,0.57,7,19,5,0
Pleno,37,49,0.27,5,36,2,1
Senior,35,44,0.11,8,2,4,0
Pleno,29,53,0.52,4,28,1,1
Junior,22,43,0.53,8,36,3,1
Junior,38,49,0.55,6,21,1,1
Junior,30,42,0.19,7,0,4,0
Senior,28,46,0.47,4,18,4,0
Pleno,34,45,0.22,4,0,2,0
Senior,41,45,0.12,3,22,4,0
Pleno,26,42,0.41,6,18,1,1
Senior,28,50,0.45,4,36,5,0
Pleno,35,39,0.51,3,36,4,0
Senior,32,52,0.48,1,1,4,0
Junior,26,44,0.4,4,1,1,0
Junior,29,38,0.56,4,0,4,0
Pleno,38,36,0.44,10,4,2,1
Senior,40,54,0.14,5,14,2,1
Junior,28,42,0.11,6,4,5,0
Pleno,30,45,0.52,2,7,3,0
Pleno,37,45,0.3,3,5,1,0
Junior,28,41,0.47,4,1,4,0
Senior,33,49,0.3,4,21,2,0
Junior,30,40,0.17,5,0,3,0
Senior,33,48,0.23,9,21,2,1
Junior,20,41,0.4,9,7,1,1
Pleno,30,49,0.46,2,5,2,0
Junior,37,42,0.2,4,3,4,0
Junior,35,44,0.32,7,18,2,1
Junior,33,42,0.14,3,7,1,0
Junior,24,45,0.24,7,9,2,1
Senior,29,41,0.56,5,5,5,0
Junior,24,48,0.6,10,35,4,1
Pleno,37,41,0.32,0,8,4,0
Junior,29,42,0.12,3,3,3,0
Junior,31,42,0.28,4,29,3,0
Senior,24,54,0.49,7,8,4,1
Junior,34,44,0.49,6,3,1,1
Pleno,32,44,0.14,7,24,3,0
Senior,31,41,0.52,7,4,5,0
Junior,30,40,0.21,6,9,2,0
Junior,25,48,0.54,10,9,3,1
Pleno,40,41,0.42,5,36,3,0
Junior,20,40,0.59,5,6,4,0
Senior,33,52,0.59,1,18,4,0
Junior,29,53,0.25,9,8,3,1
Pleno,35,47,0.21,4,7,3,0
Junior,35,39,0.38,4,10,4,0
Junior,40,40,0.45,3,8,3,0
Junior,26,44,0.48,2,2,4,0
Junior,38,47,0.41,8,23,1,1
Pleno,30,42,0.3,8,0,5,0
Pleno,39,46,0.46,9,28,4,1
Senior,24,65,0.17,4,5,2,1
Pleno,28,43,0.41,2,0,2,0
Senior,35,42,0.45,8,5,4,0
Pleno,28,52,0.4,9,7,5,1
Pleno,26,52,0.43,10,24,3,1
Pleno,27,44,0.31,5,1,5,0
Junior,39,46,0.25,6,4,5,0
Pleno,28,45,0.18,3,36,1,0
Senior,25,43,0.32,3,36,2,0
Junior,29,39,0.42,6,0,2,0
Pleno,36,42,0.23,6,15,5,0
Junior,35,42,0.22,6,15,5,0
Junior,34,45,0.36,5,4,4,0
Junior,20,41,0.18,6,2,2,0
Junior,26,48,0.11,3,8,1,0
Pleno,30,44,0.31,7,5,4,0
Junior,26,46,0.17,3,7,1,0
Junior,42,55,0.34,7,11,2,1
Junior,20,37,0.6,4,14,3,0
Junior,26,43,0.35,7,7,2,1
Senior,30,56,0.59,5,23,3,1
Junior,20,43,0.25,2,14,3,0
Senior,32,37,0.36,10,12,5,0
Pleno,36,41,0.26,3,14,4,0
Pleno,33,46,0.28,4,10,5,0
Pleno,41,43,0.38,4,6,5,0
Senior,39,50,0.37,5,12,1,1
Pleno,30,45,0.32,9,6,4,1
Junior,25,44,0.58,6,6,4,0
Junior,28,42,0.28,9,17,5,0
Pleno,34,45,0.54,7,10,3,1
Pleno,24,44,0.22,2,0,5,0
Junior,22,40,0.28,4,1,4,0
Senior,29,54,0.46,7,36,4,1
Pleno,22,42,0.58,5,15,1,1
Pleno,20,45,0.47,7,10,1,1
Pleno,32,48,0.49,5,23,1,1
Pleno,20,38,0.56,3,24,4,0
Junior,30,42,0.52,3,29,1,1
Junior,24,42,0.36,7,20,5,0
Junior,32,40,0.38,5,12,5,0
Junior,35,45,0.14,4,5,4,0
Pleno,32,41,0.27,8,6,2,1
Junior,36,38,0.59,6,9,3,0
Junior,32,42,0.29,6,10,4,0
Senior,32,50,0.35,6,9,1,1
Pleno,29,42,0.55,3,1,4,0
Junior,27,42,0.28,6,18,3,0
Senior,33,54,0.49,3,7,5,0
Senior,34,55,0.11,6,17,1,1
Junior,25,41,0.58,3,4,3,0
Senior,22,42,0.36,4,10,2,0
Junior,36,37,0.4,5,14,2,0
Pleno,22,40,0.35,2,23,1,0
Junior,27,46,0.23,8,9,2,1
Junior,22,45,0.25,4,13,1,0
Junior,40,38,0.18,6,30,5,0
Pleno,27,48,0.37,12,15,3,1
Junior,25,45,0.16,8,15,2,1
Junior,27,43,0.49,5,3,4,0
Pleno,26,48,0.22,8,7,5,0
Pleno,35,49,0.25,3,4,3,0
Pleno,25,45,0.13,5,6,4,0
Senior,27,47,0.3,3,0,2,0
Junior,21,41,0.31,2,10,4,0
Pleno,28,45,0.2,3,17,5,0
Pleno,29,45,0.37,7,18,1,1
Junior,20,44,0.47,3,1,3,0
Junior,23,40,0.29,3,12,3,0
Pleno,37,44,0.38,1,2,3,0
Junior,25,47,0.33,6,9,1,1
Pleno,31,38,0.13,5,3,2,0
Pleno,25,47,0.34,5,13,1,1
Senior,39,48,0.55,8,36,2,1
Junior,22,47,0.54,3,1,4,0
Pleno,25,39,0.33,2,10,4,0
Senior,29,49,0.47,4,3,4,0
Pleno,31,50,0.2,6,3,4,0
Pleno,26,45,0.34,2,0,5,0
Senior,28,53,0.39,1,12,2,0
Junior,35,40,0.16,3,9,3,0
Junior,20,39,0.17,7,9,4,0
Senior,26,44,0.17,8,23,1,1
Pleno,37,49,0.3,3,2,3,0
Junior,22,41,0.4,9,5,5,0
Senior,32,54,0.27,4,11,1,1
Junior,21,50,0.33,2,15,1,0
Senior,27,60,0.32,5,8,2,1
Junior,21,48,0.27,6,26,5,0
Pleno,29,50,0.21,4,20,5,0
Pleno,28,42,0.58,0,2,4,0
Pleno,33,44,0.49,5,3,3,0
Junior,34,47,0.53,5,4,1,1
Junior,35,36,0.49,2,3,4,0
Pleno,30,37,0.28,2,11,1,0
Senior,34,46,0.41,9,17,4,1
Senior,35,47,0.14,5,4,2,0
Pleno,31,42,0.39,6,23,4,0
Junior,25,47,0.51,5,31,1,1
Pleno,47,46,0.55,3,4,2,0
Pleno,41,42,0.19,4,2,1,0
Junior,26,42,0.32,9,12,2,1
Pleno,30,39,0.15,5,12,1,0
Pleno,22,46,0.41,11,4,3,1
Junior,30,46,0.18,5,10,5,0
Junior,20,46,0.57,4,7,3,0
Junior,20,41,0.34,7,14,4,0
Pleno,32,45,0.53,6,11,3,1
Pleno,31,38,0.19,5,16,3,0
Junior,42,43,0.32,5,0,4,0
Junior,31,37,0.24,3,0,4,0
Senior,30,36,0.58,5,5,3,0
Junior,20,51,0.11,4,8,1,0
Pleno,26,35,0.18,4,21,1,0
Pleno,31,39,0.54,3,2,2,0
Pleno,33,42,0.37,6,7,2,1
Pleno,35,46,0.2,5,36,3,0
Junior,25,44,0.2,5,4,3,0
Junior,30,40,0.18,3,36,4,0
Junior,25,47,0.2,4,0,5,0
Junior,31,48,0.3,9,3,5,0
Junior,27,39,0.24,8,8,5,0
Senior,33,48,0.59,4,7,1,1
Pleno,38,52,0.27,6,8,1,1
Pleno,20,42,0.21,2,28,4,0
Junior,25,43,0.54,5,19,4,0
Junior,35,41,0.48,5,20,4,0
Senior,26,51,0.11,8,7,5,0
Junior,27,37,0.47,6,35,5,0
Pleno,32,48,0.43,8,8,5,0
Senior,25,50,0.22,6,16,1,1
Junior,41,45,0.55,6,7,2,1
Junior,33,52,0.57,3,7,1,1
Senior,29,45,0.19,0,20,1,0
Junior,24,42,0.21,6,7,3,0
Junior,20,41,0.31,7,1,3,0
Junior,26,37,0.26,7,13,1,1
Senior,26,49,0.35,4,36,5,0
Pleno,31,49,0.12,8,28,4,0
Pleno,28,45,0.5,4,36,2,1
Pleno,33,42,0.4,4,7,1,0
Senior,35,56,0.42,8,3,2,1
Pleno,22,47,0.33,8,9,2,1
Junior,20,49,0.6,9,24,1,1
Pleno,29,49,0.13,3,18,1,0
Pleno,25,48,0.44,2,1,4,0
Pleno,27,50,0.17,6,1,5,0
Junior,24,40,0.21,8,7,1,1
Junior,32,37,0.33,2,4,5,0
Pleno,34,53,0.41,7,12,3,1
Pleno,30,37,0.27,4,7,3,0
Pleno,32,45,0.52,4,0,3,0
Pleno,31,45,0.23,4,5,4,0
Pleno,31,46,0.22,7,19,1,1
Junior,31,40,0.26,6,5,4,0
Junior,26,40,0.21,3,2,2,0
Pleno,21,41,0.17,6,8,2,0
Senior,28,48,0.6,7,7,3,1
Junior,39,47,0.54,1,36,4,0
Pleno,30,40,0.47,6,8,2,1
Senior,43,47,0.36,9,36,3,1
Senior,24,43,0.25,9,17,5,0
Pleno,25,44,0.2,2,2,4,0
Senior,37,55,0.42,4,3,2,1
Junior,22,54,0.12,5,2,3,0
Junior,27,42,0.1,5,2,5,0
Pleno,22,45,0.17,6,13,5,0
Pleno,31,51,0.24,6,8,4,0
Pleno,31,47,0.49,7,7,1,1
Junior,40,42,0.1,5,10,3,0
Junior,31,39,0.53,8,33,1,1
Junior,20,43,0.56,4,15,1,1
Pleno,32,49,0.18,5,9,2,0
Senior,32,45,0.2,2,1,3,0
Senior,26,47,0.17,5,8,2,0
Pleno,20,46,0.26,5,1,3,0
Pleno,36,51,0.25,6,7,4,0
Pleno,25,51,0.28,8,12,1,1
Pleno,29,47,0.43,6,9,1,1
Junior,22,37,0.2,5,4,2,0
Pleno,37,48,0.23,6,12,3,0
Pleno,45,50,0.21,6,2,4,0
Junior,30,40,0.46,4,0,5,0
Junior,28,49,0.27,3,9,2,0
Junior,28,45,0.51,9,22,4,1
Pleno,22,50,0.37,5,20,2,1
Junior,34,42,0.17,2,13,2,0
Junior,32,44,0.44,6,20,3,0
Junior,28,43,0.56,6,5,2,1
Junior,26,46,0.37,4,0,1,0
Junior,30,51,0.44,4,28,1,1
Pleno,34,40,0.34,6,12,3,0
Senior,36,53,0.56,7,36,5,1
Pleno,29,46,0.14,4,13,2,0
Junior,27,42,0.54,5,9,4,0
Senior,35,49,0.45,4,6,5,0
Junior,30,44,0.34,8,24,5,0
Junior,21,41,0.47,3,13,2,0
Junior,28,38,0.1,6,18,2,0
Junior,20,44,0.12,5,6,4,0
Senior,28,52,0.17,9,5,3,1
Junior,21,57,0.32,4,3,2,1
Junior,36,47,0.54,7,17,2,1
Junior,37,38,0.49,4,3,3,0
Junior,30,45,0.53,9,18,2,1
Pleno,42,40,0.27,7,8,4,0
Senior,26,50,0.14,6,2,4,0
Junior,21,42,0.27,7,6,1,1
Pleno,24,45,0.5,5,0,3,0
Pleno,35,51,0.2,3,21,5,0
Pleno,23,48,0.18,4,2,1,0
Junior,37,46,0.25,8,23,1,1
Pleno,20,50,0.42,1,14,4,0
Pleno,20,54,0.45,9,34,1,1
Senior,26,50,0.45,1,36,4,0
Pleno,28,40,0.44,4,0,3,0
Junior,20,44,0.17,3,10,4,0
Senior,23,46,0.43,5,29,5,0
Pleno,21,46,0.36,6,16,2,1
Junior,28,49,0.51,7,1,5,0
Junior,35,43,0.42,4,1,2,0
Junior,31,39,0.46,4,5,2,0
Pleno,31,45,0.39,8,36,5,0
Junior,31,44,0.19,3,5,4,0
Senior,24,48,0.57,5,33,1,1
Junior,38,40,0.56,4,8,2,0
Senior,28,46,0.55,2,9,2,0
Junior,35,40,0.51,3,1,1,0
Pleno,24,45,0.21,3,2,4,0
Junior,29,40,0.31,6,8,5,0
Senior,38,49,0.19,3,1,5,0
Junior,25,41,0.54,6,0,3,0
Senior,33,43,0.17,5,2,5,0
Pleno,26,48,0.23,7,8,2,1
Pleno,35,44,0.26,0,15,4,0
Pleno,25,46,0.53,6,10,1,1
Pleno,29,51,0.3,10,10,4,1
Junior,29,40,0.21,6,36,1,1
Junior,23,38,0.51,3,1,3,0
Junior,31,40,0.37,2,7,1,0
Senior,20,56,0.48,5,17,1,1
Pleno,32,49,0.56,2,13,4,0
Junior,36,42,0.6,4,2,4,0
Junior,27,40,0.41,1,10,2,0
Pleno,25,40,0.36,4,5,1,0
Junior,37,42,0.14,5,7,4,0
Senior,31,47,0.5,1,15,2,0
Pleno,32,47,0.43,7,26,3,1
Pleno,23,47,0.56,7,21,3,1
Pleno,30,46,0.58,3,2,3,0
Junior,26,39,0.11,6,14,1,0
Junior,34,48,0.51,4,9,4,0
Senior,26,41,0.19,4,9,1,0
Pleno,31,48,0.13,5,4,2,0
Junior,26,42,0.55,4,9,3,0
Junior,31,41,0.48,3,21,4,0
Senior,28,47,0.13,4,28,5,0
Pleno,31,54,0.16,8,31,1,1
Pleno,24,41,0.45,4,6,3,0
Pleno,28,42,0.53,4,12,4,0
Junior,37,51,0.32,7,28,3,1
Pleno,41,49,0.38,4,24,2,1
Pleno,32,56,0.47,7,29,5,1
Senior,35,50,0.47,9,24,2,1
Junior,31,45,0.5,8,18,1,1
Junior,34,39,0.31,4,6,3,0
Junior,27,38,0.13,2,11,2,0
Senior,30,52,0.19,1,8,1,0
Pleno,37,47,0.2,6,11,5,0
Junior,23,38,0.18,4,36,2,0
Senior,26,51,0.54,5,6,4,0
Pleno,32,45,0.59,6,9,1,1
Pleno,37,52,0.21,6,8,4,0
Junior,37,43,0.29,7,19,1,1
Pleno,39,44,0.23,8,6,4,0
Junior,29,42,0.4,3,14,4,0
Junior,35,37,0.49,6,1,4,0
Pleno,32,52,0.38,4,10,1,1
Senior,27,47,0.34,3,3,3,0
Pleno,25,49,0.17,5,10,1,1
Pleno,31,41,0.25,4,10,3,0
Pleno,27,46,0.6,1,1,2,0
Pleno,37,44,0.13,2,5,1,0
Junior,26,40,0.27,2,8,2,0
Pleno,25,47,0.21,6,8,5,0
Senior,38,47,0.23,3,0,1,0
Pleno,30,48,0.3,3,3,1,0
Senior,30,48,0.4,4,32,2,1
Senior,23,54,0.24,6,31,2,1
Senior,37,44,0.4,4,12,3,0
Pleno,31,47,0.18,7,5,4,0
Junior,40,46,0.3,5,4,5,0
Junior,21,43,0.11,9,7,5,0
Pleno,28,52,0.29,4,0,3,0
Senior,23,52,0.48,6,1,5,0
Junior,28,48,0.29,7,8,4,0
Pleno,27,42,0.11,4,36,5,0
Pleno,29,50,0.55,6,16,4,1
Senior,29,47,0.17,3,7,3,0
Pleno,40,49,0.12,6,13,5,0
Senior,28,46,0.5,8,10,3,1
Junior,39,44,0.44,3,3,5,0
Senior,32,51,0.33,2,11,2,0
Pleno,27,41,0.58,7,8,5,0
Senior,20,39,0.55,4,0,2,0
Junior,28,40,0.11,6,11,3,0
Senior,27,44,0.59,4,0,5,0
Junior,27,43,0.28,0,2,1,0
Senior,36,49,0.33,4,7,5,0
Pleno,35,45,0.34,6,1,3,0
Junior,29,39,0.23,4,17,2,0
Pleno,27,44,0.37,2,33,2,0
Senior,30,52,0.36,4,4,5,0
Junior,26,41,0.21,9,13,4,0
Pleno,20,43,0.28,5,7,5,0
Junior,32,41,0.53,7,2,4,0
Pleno,44,50,0.36,2,10,4,0
Junior,24,36,0.15,3,2,1,0
Pleno,24,45,0.19,9,7,5,0
Junior,20,37,0.53,3,29,4,0
Junior,28,43,0.49,5,17,4,0
Pleno,30,44,0.58,4,2,2,0
Pleno,34,43,0.39,6,21,2,1
Pleno,30,46,0.57,4,7,1,1
Junior,28,41,0.23,3,6,1,0
Junior,27,46,0.47,1,3,2,0
Senior,36,54,0.48,5,7,2,1
Junior,40,41,0.5,4,19,5,0
Pleno,26,41,0.3,4,0,3,0
Junior,28,43,0.2,5,19,3,0
Pleno,34,48,0.24,2,4,5,0
Senior,31,42,0.51,6,3,4,0
Pleno,42,48,0.15,2,6,2,0
Junior,31,44,0.26,7,4,5,0
Junior,33,43,0.49,4,5,3,0
Pleno,30,50,0.4,6,22,2,1
Pleno,33,54,0.59,9,11,2,1
Pleno,28,57,0.49,5,18,1,1
Junior,24,47,0.17,5,20,3,0
Pleno,33,39,0.48,4,7,2,0
Pleno,33,48,0.17,3,7,1,0
Pleno,20,46,0.19,3,23,1,0
Junior,35,43,0.34,3,8,3,0
Junior,34,40,0.14,6,2,2,0
Pleno,20,54,0.3,6,2,4,0
Pleno,28,50,0.46,5,2,5,0
Junior,34,49,0.49,8,19,3,1
Junior,28,48,0.59,7,4,3,1
Pleno,28,46,0.38,3,3,1,0
Junior,28,50,0.5,5,19,1,1
Junior,29,41,0.49,6,4,5,0
Pleno,44,36,0.47,2,5,2,0
Junior,32,47,0.18,6,4,4,0
Pleno,30,42,0.23,1,17,2,0
Pleno,28,43,0.4,6,0,5,0
Junior,26,40,0.34,7,11,5,0
Pleno,28,46,0.46,8,5,1,1
Pleno,32,52,0.15,4,3,2,0
Pleno,26,43,0.39,7,6,4,0
Junior,30,40,0.45,3,3,4,0
Pleno,31,45,0.17,5,2,4,0
Senior,24,51,0.1,9,23,1,1
Pleno,24,37,0.2,6,5,3,0
Junior,21,51,0.45,6,5,4,0
Pleno,27,44,0.12,4,28,1,0
Senior,27,49,0.26,4,15,5,0
Senior,28,43,0.45,5,11,5,0
Junior,36,40,0.31,8,4,4,0
Pleno,32,42,0.34,7,3,5,0
Senior,31,51,0.59,4,5,3,0
Junior,32,47,0.44,4,18,1,1
Junior,22,38,0.28,4,1,4,0
Junior,26,40,0.17,6,5,4,0
Pleno,35,47,0.3,4,10,3,0
Pleno,29,39,0.51,6,0,3,0
Pleno,28,53,0.52,3,25,2,1
Senior,35,50,0.42,4,6,3,0
Junior,28,51,0.25,5,35,2,1
Junior,27,39,0.52,4,0,5,0
Pleno,28,49,0.59,8,8,4,1
Junior,24,43,0.4,4,2,1,0
Junior,33,47,0.46,5,26,1,1
Junior,34,45,0.12,6,4,3,0
Pleno,29,42,0.48,3,0,4,0
Junior,31,41,0.23,0,10,3,0
Junior,26,45,0.31,9,10,1,1
Pleno,26,42,0.41,5,34,2,1
Pleno,22,38,0.14,5,2,3,0
Pleno,29,47,0.59,8,8,2,1
Pleno,24,45,0.42,5,5,5,0
Junior,24,52,0.17,6,2,5,0
Junior,26,43,0.26,5,11,4,0
Junior,38,46,0.4,8,8,3,1
Pleno,33,45,0.42,6,13,2,1
Senior,35,49,0.55,5,24,2,1
Junior,35,37,0.27,3,0,4,0
Pleno,20,42,0.14,6,6,2,0
Pleno,33,51,0.37,10,8,5,1
Pleno,36,51,0.36,8,9,4,1
Pleno,34,41,0.26,5,0,5,0
Pleno,25,48,0.31,5,7,4,0
Senior,29,48,0.34,7,18,1,1
Pleno,25,56,0.23,7,6,1,1
Pleno,31,44,0.56,5,12,5,0
Junior,32,42,0.41,5,7,2,0
